observation_1,observation_2,hypothesis_1,hypothesis_2,label
تم سرقة منزل في الحي.,نشر تشارلز صورة على إنستغرام له مع أخيه.,تشارلز كان شرطياً.,كان تشارلز في المنزل عندما حدث ذلك وذهب إلى الموقع.,2
جيم قرر أن يكون نجمًا صخريًا.,جيم سجل في دروس الجيتار.,ولكن لم يعرف كيفية العزف على آلة موسيقية.,جيم كان يعلم أنه سيحتاج إلى اسم مستعار.,1
بدأ ستيف عملاً جديداً.,حصل ستيف على 500 دولار مقابل الثعابين اللذين اصطادهما.,ستيف لا يخاف من الثعابين التي يعثر عليها الناس في المنازل.,اصطاد بعض الثعابين للشراء.,1
عشنا في كوندو من 1987 إلى 2013.,كانت ابنتي أفضل في اليوم التالي.,في أحد الأيام حصلت ابنتي على درجة سيئة واضطرت إلى البقاء في المنزل من المدرسة.,كانت ابنتي تعاني دائمًا من التعب والحساسية.,2
اكتشف بوب أن شاحنته كان بها إطار مسطح.,قاد بوب شاحنته إلى السوق.,لم يكن لدى بوب إطار احتياطي.,قام بتغيير الإطار المسطح بنفسه.,2
كان آل هو الرجل الأكثر نحافة في فصله الرياضي، وكان دائمًا ما يتعرض للتنمر.,في سبتمبر لم يتعرف زملاءه في الفصل عليه.,انضم آل إلى صالة ألعاب رياضية خلال الصيف.,تعرض آل لحادث خلال الصيف.,1
أنتوني أراد أن يتعلم كيفية التحدث بالسبانية.,أصبح أنتوني ناجحًا بسبب قدراته اللغوية.,أنتوني أخذ فصلًا إسبانيًا وبرز فيه.,أنتوني بدلاً من ذلك تعلم اللغة الكلينغونية.,1
كان تشانغ ينهي الغداء عندما سمع فجأة ضجيجًا.,توقف البركان عن نشاطه قبل أن تلحق الحمم الضرر بالمدينة.,نظر تشانغ إلى نافذته ليرى ما الذي يحدث.,نظر تشانغ إلى الخارج ورأى أن البركان لا يزال هادئًا.,1
أرادت أليس أن تتعلم كيفية ركلة ركلة الزاوية لفريقها.,ركلت أليس الركلة الزاوية في المباراة التي أدت إلى الرأس الفائز.,طلبت أليس من مدربها تقبيلها.,تدربت أليس على ركلة الزاوية لساعات كل يوم.,2
كانت آنا تخيط فستانًا.,كان عليها أن تأخذ استراحة لتضميد جروحها.,وخزت آنا إبرتها بالاصبع.,علقت آنا بالإبرة.,2
ذهب جاي ليرتدي سرواله ليستعد للعمل.,رمى جاي الحزام جانبًا وقال إنه سيشتري واحدًا جديدًا.,أدرك جاي أن مشبك حزامه مكسور.,شد جاي حزامه بعناية.,1
بينما كان الأصدقاء يصعدون إلى الطائرة المتجهة إلى أستراليا، شعروا بغريب.,كان يتم اتباعهم ولم يتمكن أي منهم من التعرف على ذلك.,كان كلاهما على دراية بأنهما كانا يتم اتباعهم.,جلس الصديقان في الطائرة.,2
كانت آنا في حفل عيد الفصح.,فازت آنا في صيد البيض!,حاولت آنا جاهدة للعثور على جميع البيض.,ركضت آنا حول الحفل ولكنها لم تجد أي بيض.,1
كان إيان يلعب لعبة على الإنترنت.,لكنّه لم يشعر بأي تحسن.,أخذ إيان إجازة من المدرسة لأنه كان مريضًا ولعب طوال اليوم.,كان أحد أصدقاء مايك يدافع عنه من بعض اللاعبين الذين كانوا يتحدثون بسخرية.,1
كانت آنا ذاهبة في رحلة بحرية على النهر.,قضت وقتًا رائعًا في رحلتها البحرية.,ذهبت آنا في رحلتها البحرية مستعدة بالكامل لأي نشاط.,ذهبت آنا مع صديقتها المقربة السابقة.,1
كان بيز يحفر في فناءه الخلفي.,لكنه وجد ثلاثة دقائق ورأس زجاجة!,لم يجد أي بقايا لفصله الدراسي في التاريخ.,وجد بيز كنزًا كان يبحث عنه.,1
كنت أحاول تناول الغداء في المنزل أمس عندما دخلت ذبابة إلى الداخل.,في النهاية قتلتها بورقة من الجريدة.,دعت حولها ثم طارت خارج النافذة.,كانت تهبط في كل مكان.,2
كان جاكسون في البحيرة مع عائلته.,شد جاكسون السمكة وظهر بها بفخر.,فقررت عائلته أنهم سيخرجون بالقارب ويذهبون للصيد.,جاكسون كان يسبح في البحيرة.,1
كانت أليس على وشك الزواج في غضون أسابيع قليلة.,اتصلت أليس بوالدتها واعتذرت بشدة.,تخطت أليس حفل الزفاف.,نسيت أليس دعوة والدتها إلى الأسابيع.,1
عشق هرب التأمل.,هرب عاد إلى الانتكاسة ومرض.,هرب كان تحت ضغط وقرر أنه بحاجة إلى التأمل.,هرب أراد أن يشرب.,2
نάνسي ضبطت كريس ينسخ الإجابات لامتحان الغد.,نانسي لم تستطع تحمل السر واعترفت به للجميع.,نانسي لم تخبر أحدًا بما فعل كريس.,كريس التمس من نانسي ألا تخبر أحدًا.,2
كانت جينا في وسط المقعد الخلفي محاطة بالأشقاء.,جينا استمرت في التحديق.,جينا يمكنها رؤية كلب غريب في السيارة بجانبهم.,جينا لا يمكنها رؤية أي شيء خارج السيارة.,1
قررت كارولين أن تأخذ درسًا لركوب الأمواج على الشاطئ.,الآن تحب بناء القلاع الرملية عندما تذهب إلى الشاطئ.,سقطت وتلاعبت وكادت تغرق.,ثم صنعت كارولين لوحًا لركوب الأمواج.,1
أيمي أرادت أن تتعلم الرسم.,اشتعل وجهها عندما رأت رسوماتها على الثلاجة.,لم تمارس أيمي الرسم طوال اليوم.,مارست أيمي وقدمت الرسم لأمها.,2
أراد بوب الذهاب إلى باريس.,قبل بوب المبلغ المسترد ولم يذهب إلى باريس.,قام بحجز رحلة، لكن شركة السياحة ألغتها.,دفعت الأحداث بوب إلى تسريع رحلته.,1
كانت سارة تحتاج إلى وصفة طبية.,كان لديه وصفتها الطبية جاهزة وقام بتسليمها لها.,ذهبت سارة إلى الصيدلية لترى إذا كانت وصفتها الطبية جاهزة.,ذهبت سارة إلى المكتبة للحديث مع الصيدلي.,1
نينا أرادت زي هالوين لطيف.,نينا اشترت لعبة.,نينا كانت شameleon.,لم تستطع أن تجد واحدة تهمها.,2
تساقطت الثلوج في حي كيلي حوالي ثلاثة أقدام.,كانت كيلي سعيدة لكسب المال الإضافي.,قررت كيلي رمي ثلجها في فناء جارها.,كيلي كشفت عن ممر جارها.,2
كان جو يمشي عبر وسط المدينة.,وافق على مضض على منحهم مقابلة.,اقترب منه امرأة جميلة.,اقترب منه شخص يأخذ استبيان.,2
سام سمح لتيم باقتراض سماعاته.,سام كان سعيدًا فقط لأن تيم قال الحقيقة.,احتفظ تيم بسماعات سام آمنة.,فقد تيم السماعات وأخبر سام.,2
كانت بيث وأصدقاؤها يدرسون معًا.,ضحك الجميع على الفيديو المضحك.,أخذوا استراحة من الدراسة لتصوير مقاطع الفيديو.,وجدت بيث فيديو قط مضحك.,2
اكتملت للتو ماراثوني الأول اليوم.,لم أكن سعيدًا بهذا القدر من قبل.,تشغيل الماراثون هو هدف عملت من أجله لفترة طويلة.,تدربت بشدة حقًا وكنت على وشك أن أكون الأخير في خط النهاية.,1
كانت ساشا معجبة بصبي في فصلها.,ذهب الاثنان في موعد إلى السينما.,سأل الصبي ساشا للخروج.,كانت ساشا خائفة من أن تسأله للخروج.,1
كنت أنا وأصدقائي نلعب خارج المنزل.,لعبنا اللعبة بحماس حتى حلول الظلام.,كنت أنا وأصدقائي نستمتع بفترة راحة.,كنا نمرح كثيرًا معًا.,2
دخل تيم في مشكلة في المدرسة.,شعر تيم بالخجل وتمنى لو أنه لم يتفاعل بهذه الطريقة.,لقد ضرب تيم امرأة سبته.,لم يستطع تيم التعامل مع مزحة.,2
تعين مدرب كرة قدم جديد في المدرسة الثانوية.,تم فصل المدرب الجديد بعد فترة قصيرة.,زوجة المدرب الجديد لكرة القدم دعت لاعبيه أسماء.,خسر المدرب كل مباراة.,2
