observation_1,observation_2,hypothesis_1,hypothesis_2,label
كانت آنا في حفل عيد الفصح.,فازت آنا بمطاردة بيض عيد الفصح!,حاولت آنا قصارى جهدها للعثور على كل البيض.,ركضت آنا حول المكان ولكنها لم تجد أي بيض.,1
كان إيان يلعب لعبة على الإنترنت.,ولكنه لم يشعر بتحسن.,لقد غاب إيان عن المدرسة بسبب مرضه ولعب طوال اليوم.,كان أحد أصدقاء مايك يدافع عنه من بعض اللاعبين الذين كانوا يتحدثون بشكل سيء.,1
كانت آنا ذاهبة في رحلة نهرية.,لقد قضت وقتًا رائعًا في رحلتها البحرية.,انطلقت آنا في رحلتها البحرية وهي مستعدة تمامًا لأي نشاط.,ذهبت آنا مع صديقتها السابقة.,1
كان النحل يحفر في الفناء الخلفي لمنزله.,ولكنه عثر على ثلاثة عملات معدنية من فئة عشرة سنتات وغطاء زجاجة!,ولم يجد أية آثار لمادة التاريخ.,لقد وجد النحل الكنز الذي كان يبحث عنه.,1
كنت أحاول تناول الغداء في المنزل بالأمس عندما طارت ذبابة.,وفي النهاية قتلته بجريدة.,لقد كان يطير حولنا ثم يطير خارج النافذة.,لقد هبطت في كل مكان.,2
وكان جاكسون في البحيرة مع عائلته.,قام بصيد السمكة وأظهرها بكل فخر.,لذلك قررت عائلته أن تأخذ القارب وتذهب للصيد.,وكان جاكسون يسبح في البحيرة.,1
كان من المقرر أن تتزوج أليس بعد بضعة أسابيع.,اتصلت أليس بأمها واعتذرت بشدة.,لقد تخطت أليس حفل الزفاف.,نسيت أليس دعوة والدتها إلى الأسابيع.,1
كان العشب يحب التأمل.,لقد انتكس هيرب وأصبح مريضًا.,كان هيرب متوترًا وقرر أنه بحاجة إلى التأمل.,أراد العشب أن يشرب.,2
نانسي ضبطت كريس وهو ينسخ إجابات امتحان الغد.,لم تتمكن نانسي من إخفاء السر واعترفت به للجميع.,لم تخبر نانسي أحداً بما فعله كريس.,وتوسل كريس إلى نانسي ألا تخبر أحداً.,2
كانت جينا تجلس في منتصف المقعد الخلفي محاطة بالإخوة.,استمرت جينا في التحديق.,تمكنت جينا من رؤية كلب غريب في السيارة بجانبهم.,لم تتمكن جينا من رؤية أي شيء خارج السيارة.,1
قررت كارولين أن تأخذ دورة في ركوب الأمواج على الشاطئ.,والآن تحب بناء القلاع الرملية عندما تذهب إلى الشاطئ.,سقطت وتعثرت وكادت أن تغرق.,ثم صنعت كارولين لوح التزلج.,1
أرادت إيمي أن تتعلم كيفية الرسم.,أضاء وجهها عندما رأت رسوماتها على الثلاجة.,لم تتدرب إيمي على الرسم طوال اليوم.,تدربت إيمي وأعطت الرسم لأمها.,2
أراد بوب الذهاب إلى باريس.,قبل بوب المبلغ المسترد ولم يذهب إلى باريس أبدًا.,لقد حجز رحلة، لكن شركة السياحة ألغتها.,تسببت الأحداث في تسريع بوب لرحلته.,1
سارة تحتاج إلى وصفة طبية.,لقد أعد لها الوصفة الطبية وسلمها لها.,ذهبت سارة إلى الصيدلية لترى ما إذا كانت وصفتها الطبية جاهزة.,ذهبت سارة إلى المكتبة للتحدث مع الصيدلي.,1
أرادت نينا زي هالوين لطيف.,اشترت نينا لعبة.,نينا كانت حرباء.,لم تتمكن من العثور على شخص يثير اهتمامها.,2
تساقطت الثلوج في حي كيلي بارتفاع حوالي ثلاثة أقدام.,كانت كيلي سعيدة بالحصول على المال الإضافي.,قررت كيلي أن تقوم بدفع الثلج إلى ساحة جارتها.,قامت كيلي بتنظيف الطريق المؤدي إلى منزل جارها.,2
كان جو يمشي في وسط المدينة.,وافق على مضض على إجراء مقابلة معهم.,اقتربت منه امرأة جميلة.,لقد اقترب منه أحد المشاركين في الاستطلاع.,2
سمح سام لتيم باستعارة سماعات الرأس الخاصة به.,كان سام سعيدًا لأن تيم قال الحقيقة.,لقد حافظ تيم على سماعات سام آمنة.,لقد فقد تيم سماعات الرأس وأخبر سام.,2
كانت بيث وأصدقائها يدرسون معًا.,لقد ضحك الجميع على الفيديو المضحك.,لقد أخذوا استراحة من الدراسة لتصوير مقاطع فيديو.,وجدت بيث فيديو قطة مضحكة.,2
لقد انتهيت للتو من أول ماراثون لي اليوم.,لم أكن سعيدًا أبدًا.,إن الركض في الماراثون هو هدف كنت أعمل على تحقيقه لفترة طويلة.,لقد تدربت بجد وكنت تقريبًا آخر شخص يصل خط النهاية.,1
كان لدى ساشا إعجاب بشاب في صفها.,لقد ذهب الاثنان في موعد إلى السينما.,طلب الصبي من ساشا الخروج.,ساشا كانت خائفة من أن تطلب منه الخروج.,1
أنا وأصدقائي كنا نلعب بالخارج.,لقد لعبنا اللعبة بحماس حتى حل الظلام.,أنا وأصدقائي كنا نستمتع بوقت مستقطع.,لقد قضينا وقتا ممتعا للغاية معا.,2
تيم دخل في قتال في المدرسة.,لقد شعر تيم بالخجل وتمنى لو لم يتصرف بهذه الطريقة.,لقد قام تيم بضرب امرأة أهانته.,لم يتمكن تيم من التعامل مع النكتة.,2
قامت المدرسة الثانوية بتعيين مدرب كرة قدم جديد.,تم طرد المدرب الجديد بعد فترة وجيزة.,أطلقت زوجة مدرب كرة القدم الجديد أسماءً على لاعبي فريقه.,لقد خسر المدرب كل المباريات.,2
سأحضر أنا عصير الليمون ويمكن لجين أن تحضر الكعكة.,نعم، لقد اشتريته!,لقد قمت بتحضير عصير الليمون.,سألتني جين إذا كنت قد وجدت الكعكة.,1
كان هناك ذات مرة رجل اسمه ماكفي.,لذلك علمهم بعض الحيل.,ثم أصبح ماكفي مدرسًا للأطفال.,لقد كان رجلاً يحب السحر.,2
لقد أنهيت يومي في وظيفتي الأولى.,عدت إلى المنزل وقضيت وقتًا مع أصدقائي.,لقد حصلت على بقية اليوم إجازة.,اتصلت بأصدقائي لأخبرهم كيف كان الأمر.,1
أرادت جدة كريستيان أن تفاجئه بهدية.,ذهب كريستيان إلى الخارج لرؤية دراجة لامعة جديدة.,لذلك، اشترت له دراجة بخارية جديدة وطلبت منه أن يخرج.,قررت أن تفاجئه يومًا ما عندما يعود.,2
اشترى برادن دراجة لابنه.,ضحك برادن وهنأ زوجته وابنه على العمل الجيد الذي قاموا به.,كان برادن يعمل حتى وقت متأخر، وكانت زوجته تقوم بتركيب الدراجة.,قامت زوجة برادن بتعليم كلبه كيفية ركوبه.,1
لم تتمكن لورين من تذكر المكان الذي تركت فيه معطفها.,كانت سترتها هناك وكانت لورين في غاية السعادة.,لقد وجدته بسرعة كبيرة.,لقد فحصت كل مكان، غرفتها، السيارة، المطبخ، وأخيرًا فحصت أصدقائها.,2
كان تيد متحمسًا لتجربة جزازة العشب الجديدة الخاصة به.,اعتقد تيد أن قراره بإنفاق آلاف الدولارات على جزازة العشب كان قرارًا جيدًا.,لم يستطع أن يصدق مدى كفاءة وسرعة جزازة العشب في إنجاز المهمة.,لم يعمل جهازه الجديد بشكل جيد.,1
ذهب غاري في إجازة إلى جراند كانيون.,لن يعود غاري إلى جراند كانيون أبدًا.,لقد أمضى غاري وقتًا رائعًا.,لقد شعر غاري بالخوف عندما تعثر بالقرب من الوادي.,2
أرادت ناتاشا أن تصبح مذيعة أخبار.,سعدت ناتاشا كثيرًا عندما حصلت على وظيفة أحلامها.,ذهبت لإجراء مقابلة في أحد الأمسيات.,ذهبت ناتاشا إلى مدرسة البث.,2
كان جيم مرهقًا من الليلة الماضية.,وعندما حصل على درجته في اليوم التالي، تفاجأ بحصوله على درجة B.,أجرى جيم اختباره بعد أن قرأ الكثير من المعلومات لأنه كان متعبًا.,لقد كان يدرس طوال الليل.,2
لقد صنع زوجي دجاجًا لتناول العشاء.,أعاده إلى الفرن فخرج جيدًا.,أردنا أن نأكل ولكن الدجاج لم ينضج.,لقد أحرقها زوجي.,1
