input,golds,options,preds,probs
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﯾﻌﺗﻘد اﻟﻘﺎﻧوﻧﯾﯾن ان اﻟﺣﻖ ھو اﻟﺳﻠطﺔ اﻟﻣﻣﻧوﺣﺔ ﻹرادة اﻻﻧﺳﺎن وان ھذه اﻟﺳﻠطﺔ ﯾﻘﺻد ﺑﮭﺎ ﺧدﻣﺔ ذات
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",1,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.15768935 0.84231067]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﻣن اﻟﺳﮭل ﺟدا اﻟﺗوﺻل اﻟﻲ ﺗﻌرﯾف ﻣﺣدد ﻟﻣﻔﮭوم ﺣﻘوق اﻻﻧﺳﺎن:
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",1,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.16333072 0.8366692 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ان ﺣﻘوق اﻻﻧﺳﺎن ﺗﻌﺑر ﻋن ﺻوت اﻟﺿﻣﯾر اﻹﻧﺳﺎﻧﻲ ﻓﻲ اﻟﻣﯾدان اﻻﺟﺗﻣﺎﻋﻲ واﻟﺳﯾﺎﺳﻲ:
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",0,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.1999263 0.8000737]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﯾﻣﻛن اﻟﻘول إن ﺣﻘوق اﻹﻧﺳﺎن ھﻲ ﺿﻣﺎﻧﺎت ﻗﺎﻧوﻧﯾﺔ ﻋﺎﻟﻣﯾﺔ ﺗﺣﻣﻲ اﻷﻓراد واﻟﻣﺟﻣوﻋﺎت ﻣن اﻟﺣﻛوﻣﺎت
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",0,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.24548328 0.7545167 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﯾﻠزم ﻗﺎﻧون ﺣﻘوق اﻷﻧﺳﺎناﻟﺣﻛوﻣﺎت ﺑﻔﻌل أﺷﯾﺎء ﻣﻌﯾﻧﺔ وﻟﻛن ﻻ ﯾﺳﺗطﯾﻊ ﻣﻧﻌﮭﺎ ﻣن ﻓﻌل أﺷﯾﺎء أﺧرى :
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",1,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.19350046 0.80649954]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: اﻣﺗد اﻟﻘﺎﻧون اﻟدوﻟﻲ ﻟﺣﻘوق اﻷﻧﺳﺎن ﻟﯾﺷﻣل ﺗوﻓﯾر اﻟﺣﻣﺎﯾﺔ ﻟﻣﺟﻣوﻋﺔأﻛﺑر ﻣن اﻷﻓراد واﻟﻣﺟﻣوﻋﺎت
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",0,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.27913466 0.72086537]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﯾﻣﻛن اﻟﻘولإن ﺗﺻﻧﯾف ﺣﻘوق اﻹﻧﺳﺎن ھو أﻣر ﻧﺳﺑﻲ أو ﺗﻘدﯾري:
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",0,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.3817646  0.61823547]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﻣن اﻟﻧﺎﺣﯾﺔ اﻟﻧظرﯾﺔ ﯾﻣﻛن ﺗﻘﺳﯾم ﺣﻘوق اﻹﻧﺳﺎن إﻟﻰ ﺣﻘوق ﻣدﻧﯾﮫ وﺣﻘوق ﺳﯾﺎﺳﯾﺔ:
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",1,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.2420973 0.7579027]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ان دراﺳﺔ ﺣﻘوق اﻻﻧﺳﺎن ﺗدﺧل ﺿﻣن ﻧطﺎق اھﺗﻣﺎﻣﺎت اﻟﻌﻠوم اﻟﺳﯾﺎﺳﯾﺔ ﻓﻘط:
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",1,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.18530306 0.8146969 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﯾﻣﻛن اﻟﻘول ان ھﻧﺎك ﻣﺻدرﯾﯾن ﻓﻘط ﻟﺣﻘوق اﻷﻧﺳﺎن: اﻟﻣﺻﺎدر اﻟدﯾﻧﯾﮫ و اﻟﻣﺻﺎدر اﻟﻔﻠﺳﻔﯾﮫ
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",1,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.24834846 0.7516516 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﺷدد أﻧﺻﺎر ﻣدرﺳﺔ اﻟﻘﺎﻧون اﻟوﺻﻔﻲ ﻋﻠﻰ ﺣﺗﻣﯾﺔ وﺿﻊ اﻟﺣﻘوق اﻷﺳﺎﺳﯾﺔ ﻟﻺﻧﺳﺎن ﻓﻲ ﻗواﻟب ﻗﺎﻧوﻧﯾﺔ:
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",0,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.20986965 0.7901303 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﺗﻌﺗﺑر اﻟﺛورة اﻟﻔرﻧﺳﯾﺔ ﻋﺎم 1789 أﺑرز ﻣﺛﺎل ﻟﻠﺛورات اﻟﻛﺑرى اﻟﺗﻲ ﻋززت ﺣﻘوق اﻹﻧﺳﺎن:
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",0,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.12981555 0.8701845 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: اﻟﻣﺻﺎدر اﻻﺗﻔﺎﻗﯾﺔ ﯾﻣﻛن اﻋﺗﺑﺎرھﺎ اﻟﻣﺻدر اﻟﺗﺷرﯾﻌﻲ اﻟﻣﺑﺎﺷر اﻷول ﻟﺣﻘوق اﻷﻧﺳﺎن:
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",0,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.38374326 0.6162568 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﯾرى أﻧﺻﺎر اﻟﻣدرﺳﺔ اﻟﻧﻔﻌﯾﺔ اﻧﮫ ﯾﻣﻛن اﻟﺗﺿﺣﯾﺔ ﺑﺣﻘوق ﻓرد ﻣﻌﯾن أو اﻓراد ﻣﻌﯾﻧﯾن ﻣن أﺟل ﺗﺣﻘﯾﻖ ﻣﻧﺎﻓﻊ
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",0,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.2751784  0.72482157]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﯾﻣﻛن اﻟﻘول ان اﻧﺗﮭﺎﻛﺎت ﺣﻘوق اﻻﻧﺳﺎن وﺟراﺋﻣﮭﺎ ﻻ ﺗﺳﻘط ﺑﺎﻟﺗﻘﺎدم:
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",0,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.16964112 0.8303589 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﻻ ﯾﻌﻧﻲ اﻟﺗﺳﻠﯾم ﺑﻣﺑدأ ﻋﺎﻟﻣﯾﺔ ﺣﻘوق اﻻﻧﺳﺎن ﻧﻔﻲ اﻟﺧﺻوﺻﯾﺔ اﻟﺣﺿﺎرﯾﺔ ﻟﺗﻠك اﻟﺣﻘوق:
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",0,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.31105846 0.68894154]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: يقول "" نيوتن"" : ""أجمل النظم علي الاطلاق "" الكون"" , فلا يمكن أن ينبثق إلا عن حكمة وهيمنة خالق ""
يبرر القول السابق أحد أساليب التفكير وهو الأسلوب....
أ- العلمي
ب- الخرافي
ج- الابداعي
د- الديني

إجابة: ",3,"['أ- العلمي', 'ب- الخرافي', 'ج- الابداعي', 'د- الديني']",ج,[0.02503642 0.11691165 0.45904127 0.39901063]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال:  يقول "" لالالند"" : ""كل جملة من إلاشارات يمكن أن تكون وسيلة الاتصال"" .
يشير القول السابق إلي أن التفكير الانساني.
أ- تجسيد للسمات الشخصية للفرد .
ب- تعبير لفظي رمزي
ج- إدراك للقوانين العامة
د- مرتبط بالنشاط العملي .

إجابة: ",1,"['أ- تجسيد للسمات الشخصية للفرد .', 'ب- تعبير لفظي رمزي', 'ج- إدراك للقوانين العامة', 'د- مرتبط بالنشاط العملي .']",ج,[0.00341712 0.07729083 0.53095    0.38834205]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: يقول ""إبراهيم الفقي"" : ""العاقل من يستخدم التفكير الصحيح ليتغير للأفضل في حياته المقبلة"" . يشير القول السابق إلي أن التفكير الانساني.
أ- إدراك للقوانين العامة .
ب- مرتبط بالنشاط العملي .
ج- مرتبط بالنشاط النظري .
د- يجسد السمات الشخصية للفرد .

إجابة: ",1,"['أ- إدراك للقوانين العامة .', 'ب- مرتبط بالنشاط العملي .', 'ج- مرتبط بالنشاط النظري .', 'د- يجسد السمات الشخصية للفرد .']",د,[0.01510788 0.22123279 0.35043707 0.41322228]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: يقول ""جرهام بيل"" : ""لا تمشي أبدًا علي الطريق المرسوم لانه يقودك حيث ذهب آلاخرون"". يعكس القول السابق أحد عوامل الوقوع في أخطأ التفكير وهي
أ-  نقص المعلومات .
ب- الهيمنة والسيطرة .
ج- القابلية لالستهواء .
د- التعصب والتطرف

إجابة: ",1,"['أ-  نقص المعلومات .', 'ب- الهيمنة والسيطرة .', 'ج- القابلية لالستهواء .', 'د- التعصب والتطرف']",ج,[0.01784032 0.18878002 0.726787   0.06659269]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: رغبة الطفل في تفكيك لعبته التي أثارته بحركاتها الظاهرة وإصراره علي ذلك في محاولة الكتشاف سر هذه الموقف السابق يعطي مثالا علي أهمية التفكير الفلسفي للإلنسان في ..... ًال الحركة.
أ- تكوين فلسفة خاصة .
ب- غرس محبة المعرفة .
ج- تشكيل العقل والفكر.
د- تحليل ونقد آلاراء

إجابة: ",1,"['أ- تكوين فلسفة خاصة .', 'ب- غرس محبة المعرفة .', 'ج- تشكيل العقل والفكر.', 'د- تحليل ونقد آلاراء']",د,[0.0064842  0.14614002 0.17393681 0.67343897]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: يقول ""هنري توماس"" : ""حب الحكمة كالشمس تماما بزغ نوره من الشرق ثم ما لبث أن أنتشر تجاه الغرب"" فإذا كانت الفلسفة اليونانية تتسم بالطابع النظري وفلسفة الشرق تتسم بالطابع ألاخالقي الديني؛ فإن العلاقة بينهم علاقة ......
أ- تواصل
ب- انقطاع
ج- تبادل
د- انفصال

إجابة: ",0,"['أ- تواصل', 'ب- انقطاع', 'ج- تبادل', 'د- انفصال']",ب,[0.00471684 0.393482   0.25385806 0.3479431 ]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: يقول ""جون ديوي"" : ""علي الفلسفة أن تركز اهتمامها علي إيضاح معني...يتخذ طريقة لفهم ألامراض والعلل الاجتماعية ومعالجتها"" . يعكس القول السابق وظيفتين من وظائف التفكيرالفلسفي, وهما.
أ- وصف الواقع وتفسيره .
ب- تفسير الواقع وتغييره
ج- وصف الواقع واستشرافه .
د- تبرير الواقع واستشرافه .

إجابة: ",1,"['أ- وصف الواقع وتفسيره .', 'ب- تفسير الواقع وتغييره', 'ج- وصف الواقع واستشرافه .', 'د- تبرير الواقع واستشرافه .']",ج,[0.02223349 0.15734264 0.6778924  0.14253153]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: قول ""ديكارت"" : ""إن اختالف آرائنا لا ينشأ عن كون بعضنا أعقل من بعض بل ينشأ عن كوننا نوجه أفكارنا الموقف السابق يعطي مثا علي أهمية التفكير الفلسفي للإنسان في .. ًال في طرق مختلفة وال نطالع الأشياء ذاتها
أ- غرس محبة المعرفة .
ب- تشكيل العقل والفكر.
ج- تحليل ونقد آلاراء .
د- تكوين فلسفة خاصة .

إجابة: ",3,"['أ- غرس محبة المعرفة .', 'ب- تشكيل العقل والفكر.', 'ج- تحليل ونقد آلاراء .', 'د- تكوين فلسفة خاصة .']",ج,[0.01124186 0.1329957  0.4718138  0.38394865]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: يقول ""جاستاين غاردر"" : ""الفلسفة لم تكن يو ًما لعبة اجتماعية , إنها تتحدث عمن نكون ومن نحن ومن أين جئنا"". يعكس القول السابق تعريف الفلسفة من حيث هي....
أ- توجيه للسلوك
ب- اتجاه عملي
ج- علم كلي .
د- ارتقاء بالحياة

إجابة: ",2,"['أ- توجيه للسلوك', 'ب- اتجاه عملي', 'ج- علم كلي .', 'د- ارتقاء بالحياة']",د,[0.01082737 0.10236888 0.11450229 0.7723014 ]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: إليجاد منظومة تصلح ما أفسده اإلنسان في العقود الأخيرة لتكون البيئة أكثر إشراقً .11 سعي فالسفة البيئة حديثً لعيش الأجيال المقبلة. يشير الموقف السابق إلي أحد وظائف التفكير الفلسفي وهي..
أ- استشراف المستقبل .
ب- تفسير الواقع
ج- وصف الواقع
د- تحليل الواقع .

إجابة: ",0,"['أ- استشراف المستقبل .', 'ب- تفسير الواقع', 'ج- وصف الواقع', 'د- تحليل الواقع .']",ج,[0.05290001 0.3553793  0.4820035  0.1097172 ]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: كمن يظل مغمض عينيه ال يحاول أن يفتحهما "" .12 يقول ""ديكارت"" :"" إن المرء الذي يحيا دون تفلسف لهو حقً يدل قول ديكارت علي أن الفلسفة.
أ- تقاوم العقل وأحكامه .
ب- تؤدي إلي جمود العقل .
ج- تعطي الفرد معني للحياة .
د- تبحث عن العلل القريبة للظواهر

إجابة: ",2,"['أ- تقاوم العقل وأحكامه .', 'ب- تؤدي إلي جمود العقل .', 'ج- تعطي الفرد معني للحياة .', 'د- تبحث عن العلل القريبة للظواهر']",ج,[0.0127983  0.14661352 0.7230452  0.117543  ]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: اختلفت أنا وزميلي حول موضوع ما فعارضني بمجموعة من الأدلة التي تثبت خطئي وتؤكد صواب رأيه ا لمهارة.......... فقبلت رأيه ووافقته عليه. يعد الموقف السابق تطبي
أ- التسامح
ب- التجريد
ج- الشك
د- التساؤل

إجابة: ",0,"['أ- التسامح', 'ب- التجريد', 'ج- الشك', 'د- التساؤل']",د,[0.00937504 0.12936838 0.34368291 0.51757365]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: يقول ""الغزالي"" : ""فمن لم يشك لم ينظر, ومن لم ينظر لم يبصر, ومن لم يبصر بقي في العمي والضالل"" القول السابق يبرر ضرورة وأهمية الشك.....
أ- االعتيادي
ب- المنهجي
ج- المذهبي
د- االرتيابي

إجابة: ",1,"['أ- االعتيادي', 'ب- المنهجي', 'ج- المذهبي', 'د- االرتيابي']",ج,[0.04285467 0.23272066 0.46745223 0.25697237]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: نجاح فني الصيانة في إعادة تشغيل جهاز التكييف بعد فحصه جزء جزء وإصالح العطل وقيامه بتجميع الأجزاء تمهيدًا لتشغيله. يمثل الموقف السابق توظيفًا لمهارة.......
أ- التحليل والتركيب
ب- النقد المحكم .
ج- التجريد والتعميم .
د- الشك والريبة .

إجابة: ",0,"['أ- التحليل والتركيب', 'ب- النقد المحكم .', 'ج- التجريد والتعميم .', 'د- الشك والريبة .']",د,[0.02937655 0.17096186 0.33234715 0.46731442]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال:  يقول ""كريستوفر هيتشنز"" : ""ما يمكن تأكيده دون دليل يمكن نفيه دون دليل"". يعكس القول السابق ضرورة وأهمية استخدام أحد مهارات التفكير الفلسفي وهي.....
أ- التركيب
ب- النقد
ج- التعميم
د- التجريد

إجابة: ",1,"['أ- التركيب', 'ب- النقد', 'ج- التعميم', 'د- التجريد']",د,[0.01242268 0.12397216 0.30704483 0.55656034]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: يقول ""سيجموند فرويد"" : ""الانسان الاول الذي فضل قذف خصمه بكلمة بدل حجر هو المؤسس الاول للحضارة "". يعكس القول السابق أحد مهارات التفكير الفلسفي وهي.
أ- التعميم
ب- التحليل
ج- الحوار
د- التجريد

إجابة: ",1,"['أ- التعميم', 'ب- التحليل', 'ج- الحوار', 'د- التجريد']",د,[0.00636695 0.10935207 0.26976508 0.6145159 ]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: دخل زائر لمدرسة ما وسأل عدة طالب في عدة فصول فأجابوا؛ فذكر في تقريره أن جميع طالب المدرسة ا لمهارة..... مستواهم جيد. يعد الموقف السابق تطبيق
أ- التركيب
ب- التعميم
ج- الشك
د- النقد

إجابة: ",2,"['أ- التركيب', 'ب- التعميم', 'ج- الشك', 'د- النقد']",ج,[0.0161619  0.20643857 0.42961818 0.34778136]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال:  يقول ""فولتير"" : ""أني ال أوافقك فيما تقول لكنني سأدافع عن حقك في أن تقول ما تعتقد"". يبرر القول السابق ضرورة ممارسة مهارة....
أ- التركيب
ب- النقد
ج- التسامح
د- التحليل

إجابة: ",2,"['أ- التركيب', 'ب- النقد', 'ج- التسامح', 'د- التحليل']",د,[0.03152308 0.2270655  0.21781747 0.52359396]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: كمن يظل مغمض عينيه ال يحاول أن يفتحهما "" .21 يقول ""ديكارت"" : ""إن المرء الذي يحيا دون تفلسف لهو حقً يعكس القول السابق ضرورة وأهمية استخدام أحد مهارات التفكير الفلسفي وهي......
أ- التركيب
ب- التعميم
ج- التسامح
د- النقد

إجابة: ",3,"['أ- التركيب', 'ب- التعميم', 'ج- التسامح', 'د- النقد']",د,[0.01681362 0.22773343 0.23368646 0.5217665 ]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: يقول ""جراهام بيل"" : ""ال تمشي أبداً على الطريق المرسوم ألنه يقودك حيث ذهب الآخرون"". يعكس القول السابق أحد خصائص التفكير الفلسفي
أ- الدقة
ب- الدهشة
ج- التأمل
د- الاستقلال

إجابة: ",3,"['أ- الدقة', 'ب- الدهشة', 'ج- التأمل', 'د- الاستقلال']",د,[0.01112316 0.15942375 0.27861622 0.5508369 ]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: يقول ""توماس جفرسون"" : ""عندما نتحدث عن طريقة العيش فاسبح مع التيار وعندما نتحدث عن المبادئ قف كالصخرة"". يعكس القول السابق أحد وسائل الفلسفة في تغيير المجتمع وهي....
أ- المحافظ علي المجتمع .
ب- نقد قيم ثبت عدم صالحيتها .
ج- غرس قيم جديدة
د- التنسيق بين جوانب ثقافة المجتمع .

إجابة: ",0,"['أ- المحافظ علي المجتمع .', 'ب- نقد قيم ثبت عدم صالحيتها .', 'ج- غرس قيم جديدة', 'د- التنسيق بين جوانب ثقافة المجتمع .']",د,[0.02444045 0.16883239 0.2701518  0.5365753 ]
"هذا سؤال في الفلسفة للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال:  يقول ""كانط"" : ""التنوير هو خروج الانسان من القصور الذي ارتكبه في حق نفسه من خلال عدم استعماله عقله إلا بتوجيه من إنسان آخر"". يعكس القول السابق أحد خصائص التفكير الفلسفي و هي
أ- الدهشة
ب- الاستقلال
ج- الدقة
د- التأمل

إجابة: ",1,"['أ- الدهشة', 'ب- الاستقلال', 'ج- الدقة', 'د- التأمل']",د,[0.00573178 0.1225634  0.18904187 0.682663  ]
