obs1,obs2,hyp1,hyp2,gold_label_original,gold_label_letter,predicted_label_letter,is_correct,llm_raw_response
لقد أنهيت يومي في وظيفتي الأولى.,ذهبت إلى المنزل وقضيت الوقت مع أصدقائي.,كان لدي بقية اليوم حر.,اتصلت بأصدقائي لأخبرهم كيف سارت الأمور.,1,أ,ب,False,ب
أرادت جدة كريستيان أن تفاجئه بهدية.,ذهب كريستيان إلى الخارج ليجد دراجة جديدة لامعة.,لذا اشترت له سكوتر جديد وطلبت منه أن يأتي إلى الخارج.,قررت أن تفاجئه ذات يوم عندما كان في الخارج.,2,ب,ب,True,ب
اشترى برايدن دراجة لابنه.,ضحك برايدن وهنأ زوجته وابنه على العمل الذي تم إنجازه بشكل جيد.,عمل برايدن حتى وقت متأخر، وقامت زوجته بتجميع الدراجة.,علمت زوجة برايدن كلبه ركوبها.,1,أ,ب,False,ب
لورين لم تستطع تذكر أين تركت معطفها.,كانت جاكيتها هناك وكانت لورين في غاية السعادة.,لقد وجدته بسرعة كبيرة.,بحثت في كل مكان، غرفتها، السيارة، المطبخ، وفي النهاية فتشت لدى أصدقائها.,2,ب,ب,True,ب
كان تيد متحمسًا لتجربة جزازة العشب الجديدة الخاصة به.,ظن تيد أن قراره بإنفاق الآلاف على جزازة العشب كان جيدًا.,لم يصدق كيف أن جزازة العشب عملت بكفاءة وسرعة.,لم تعمل جزازته الجديدة بشكل جيد.,1,أ,ب,False,ب
ذهب غاري في إجازة إلى جراند كانيون.,لن يعود غاري أبدًا إلى جراند كانيون.,كان وقتا رائعا لغاري.,شعر غاري بالخوف عندما تعثر بالقرب من الوادي.,2,ب,ب,True,ب
ناتاشا أرادت أن تصبح مذيعة أخبار.,كانت ناتاشا في غاية السعادة عندما حصلت على وظيفة أحلامها.,ذهبت لإجراء مقابلة في إحدى الأمسيات.,ذهبت ناتاشا إلى مدرسة البث.,2,ب,ب,True,ب
كان جيم منهكًا من الليلة السابقة.,عندما تلقى درجته في اليوم التالي ، فوجئ بحصوله على ب.,أدى جيم اختباره بعد أن ذاكر بجد لأنه كان متعبًا.,كان يدرس طوال الليل.,2,ب,ب,True,ب
زوجي حضر دجاج للعشاء.,أعاده إلى الفرن وخرج على ما يرام.,كنا نريد أن نأكل لكن الدجاج لم يكن ناضجًا.,أحرق زوجي الدجاج.,1,أ,ب,False,ب
كان مارك مع ابنه في المكتبة.,شكر مارك الرجل بينما اختار ابنه لعبة.,أظهر أمين المكتبة بعض الألعاب لابن مارك.,أسقط غريب لعبة فأخبره مارك.,1,أ,ب,False,ب
كنت جالسًا في المنزل أدرس اليوم.,قلت له أنه لا يجب أن يضع عنوان منزله على بطاقة عمله.,فجأة أصيب زوجي بحشرات القمل.,جاء زبون يبحث عنه.,2,ب,ب,True,ب
ذهبت آنا للجري في يوم بارد.,ساعد الزيت في شفاء شفتي آنا المتشققتين المتورمتين.,بعد ذلك توقفت عند متجر الإطارات.,سألت آنا عداءة أخرى عما يجب فعله بشأن الشفاه المتشققة.,2,ب,ب,True,ب
قررت كيلي تجربة برنامج مسابقات تلفزيوني.,كانت متحمسة جدًا للمشاركة في العرض.,أصبحت كيلي جزءًا من جمهور برنامج المسابقات.,تم قبول كيلي في عرض تلفزيوني.,2,ب,ب,True,ب
طلبت أمي مفاتيح السيارة.,طلبنا سباكًا لإزالة الأنبوب من أجل الحصول عليه.,ثم بدأت أمي تشغل السيارة.,رميت المفاتيح وسقطت في المرحاض.,2,ب,ب,True,ب
سارة تحب الذهاب في رحلات المشي لمسافات طويلة.,تمكنت من الوصول إلى الصيدلية في الوقت المناسب لتضع بعض مرهم الطفح الجلدي.,سارة كانت مستمتعة.,سارة ، ذهبت في رحلتها اليومية للمشي لمسافات طويلة وتعرضت لسماق السم.,2,ب,ب,True,ب
اشترت أمي هجينًا جديدًا.,إنها سعيدة جدًا بعملية الشراء الخاصة بها.,الهجين الجديد الخاص بي يعمل بشكل رائع.,تقول أمي أن عدد الأميال التي تقطعها بالغاز قد تضاعف.,2,ب,ب,True,ب
اصطحب توم صديقته في أول تجربة لها في الصيد.,كان توم فخورًا بها على الرغم من شعوره بالهزيمة.,في ذلك اليوم لم يصطد توم أي سمكة واصطادت صديقته ثلاث سمكات.,اصطاد توم ثلاث سمكات ولم تصطد صديقته شيئًا.,1,أ,ب,False,ب
كانت هناك مباراة رياضية كبيرة.,اضطرت الشرطة للتدخل.,اندلع شجار في الملعب.,بدأت الفرق الرياضية في القتال.,2,ب,ب,True,ب
ذهبت هذا الشتاء للتزلج في ألاسكا مع صديقي.,لا أستطيع الانتظار حتى أذهب مرة أخرى في العام المقبل!,كان للمنحدرات الكثير من المرح معنا.,قضيت أنا وصديقي وقتًا رائعًا.,2,ب,ب,True,ب
عمل جيمي لأسابيع على منحوتة.,تنهد جيمي بارتياح عندما رأى أن شيئًا لم يُكسر.,مر جيمي بجانب المنحوتة وكاد أن يقلبها.,فجأة، تعثر جيمي واصطدم بمنحوتته التي تحطمت.,1,أ,ب,False,ب
كان لدى بادي مشكلة في الشرب.,بمساعدتهم ، أصبح بادي في النهاية متعافيًا!,"زار بادي مقهى المحلي للمشروبات الكحولية ""اشرب هنا"".",عقد أصدقاء بادي تدخلاً ، وقرروا جميعًا أنهم سيساعدونه على الإقلاع عن الشرب.,2,ب,ب,True,ب
أرادت سارة إرسال بطاقة بالبريد.,قامت سارة بتسليم رسالتها بنفسها.,قررت سارة أن ترسلها بالبريد بدلاً من ذلك.,قررت سارة أن تحضرها شخصيًا بدلاً من ذلك.,2,ب,ب,True,ب
فتح بوب غطاء محرك سيارته ليضيف المزيد من الزيت.,عمل بشكل جيد ولكن يديه أصبحتا متسختين جدا.,استبدل بوب زيت سيارته.,سكب بوب الزيت بشكل مثالي.,1,أ,ب,False,ب
كانت مارثا تطبخ طوال اليوم.,كانت مارثا مخيبة للآمال ، وطلبت طعامًا جاهزًا في تلك الليلة.,تم تخزين الطعام.,اتبعت الوصفات ، لكن لم ينجح شيء.,2,ب,ب,True,ب
كان من المفترض أن تكون في العمل لكنها كانت في المنزل مريضة.,التفكير في عيد الميلاد في يوليو جعلها تشعر باكتئاب شديد.,كانت وحيدة جدًا في المنزل.,بدأت التسوق عبر الإنترنت لشراء ملابس عيد الهالوين.,1,أ,ب,False,ب
ذهب تيري إلى وكالة السيارات واشترى سيارة جديدة.,كانت سيارة تيري مدمرة، لكنه كان ممتنًا لكونه على قيد الحياة.,انطلق تيري من المعرض وتعرض على الفور للاصطدام بسيارة أخرى.,في طريقه إلى المنزل رأى تيري سيارة اصطدمت بها سيارة أخرى بشكل مباشر.,1,أ,ب,False,ب
استخدم بوب الأكياس البلاستيكية للتسوق.,استخدم بوب أكياس البقالة القابلة لإعادة الاستخدام للتسوق.,تعلم أنهم ليسوا جيدين للبيئة لذلك حصلوا على بعض الأكياس القابلة لإعادة الاستخدام.,اشترى بوب حبوب الإفطار في طريقه إلى المنزل.,1,أ,ب,False,ب
كان فريد في حشد في محطة قطار ذات يوم.,قبل أن يصطدم بالرجل مباشرة ، توقف القطار حتى هرب الرجل.,رأى فريد رجلاً يسقط على سكة القطار.,قفز رجل إلى المحطة.,1,أ,ب,False,ب
كانت أليسيا متحمسة للحصول على جار جديد.,كانت أليسيا مخيبة للآمال.,لم يعمل الجار القديم أبدًا وظل في المنزل.,كان جار أليسيا وقحًا جدًا معها.,2,ب,ب,True,ب
اضطرت إيما للابتعاد لبضعة أشهر.,عندما عادت إلى المنزل ، أعطته اليوميات لكي يقرأها.,سجلت إيما رحلتها في مفكرة.,لم يكن لدى إيما مفكرة لتعرضها على صديبها.,1,أ,ب,False,ب
كانت أليسون دائمًا مشتتة أثناء القيادة.,تعلمت أليسون أن تكون منتبهة دائمًا أثناء القيادة.,اصطدمت أليسون بعمود وجرح المصد الأمامي لسيارتها.,وصلت إلى المنزل بأمان.,1,أ,ب,False,ب
شعر جيسون بالارتباك من فصل الرياضيات.,اقترح المدرس الخصوصي أن يعملوا على إدارة الوقت.,أدت ممارسة جيسون للرياضة إلى إعاقة دراسته للرياضيات.,ثم أصبح جيسون مدرسًا خصوصيًا.,1,أ,ب,False,ب
ابني وابنتي أفضل أصدقاء.,أعلم أنه بعد كل مشاجرة يعودون دائمًا ليكونوا أفضل الأصدقاء.,يتشاجران كثيرًا ولكن بعد ذلك يتصالحان قريبًا.,يُخاصمون كثيرًا ولكن بعد ذلك ينسون الأمر بسرعة.,1,أ,ب,False,ب
ارتدى كيفين بنطاله الرديء الذي ورثه عن أخيه الأكبر لارتدائه إلى الكنيسة.,نظر إلى أسفل ليرى البنطلون متجمعًا حول كاحليه.,البنطلون الذي كان يرتديه كيفين كان صغيرًا جدًا عليه.,لم يكن مناسبًا ولم يكن سعيدًا.,2,ب,ب,True,ب
كانت تيلي تزور مزرعة.,حتى أنها حصلت على شرب ثمار عملها!,عملت تيلي في قطف التفاح وصنع المزارع عصير التفاح.,عملت تيلي بجد لتعلم كيفية رعاية الأبقار.,1,أ,ب,False,ب
كانت سيندي تخبز كعكات سكرية لأمها.,تُركت سيندي لتأكل الباقي بمفردها.,كانت سيندي على نظام غذائي لذا أكلت كعكة واحدة فقط.,أخذت والدة سيندي علبة منهم إلى الجيران.,2,ب,ب,True,ب
جو يعبئ آخر الأشياء التي يحتاجها لرحلته إلى الخليج.,أخيرًا، هو في طريقه إلى وجهته.,بالكاد ينتظر جو أن يغادر.,أخيرًا وضع جو أول حقيبة له في سيارته.,1,أ,ب,False,ب
