observation_1,observation_2,hypothesis_1,hypothesis_2,label
عاشنا في شقة من عام 1987 إلى عام 2013.,كانت ابنتي أفضل غدًا.,كان يومًا ما ابنتي حصلت على درجة سيئة واضطرت إلى البقاء في المنزل من المدرسة.,كانت ابنتي دائمًا تعاني من إرهاق و حساسية.,2
اكتشف بوب أن سيارته تعرضت لانفجار عجلة.,سافر بوب سيارته إلى السوق.,لم يكن لدى بوب عجلة احتياطية.,أعاد بوب العجلة المسطحة بنفسه.,2
كان أَل أَشقرًا جدًا في صفه الرياضي، وكان دائمًا يتعرض للتعنيف.,في سبتمبر لم يتعرف عليه زملاؤه.,انضم أَل إلى صالة رياضية في الصيف.,في الصيف انكشف أَل عن حادثة.,1
كان أنتوني يريد أن يتعلم كيف يتكلم الإسبانية.,أصبح أنتوني ناجحًا بسبب مهاراته اللغوية.,أخذ أنتوني دورة في اللغة الإسبانية ونجح فيها.,بدلاً من ذلك، تعلم أنتوني الكلينغونية.,1
كان تشانج ينهي غدائه عندما سمع صوتًا مفاجئًا.,توقف البركان عن النشاط قبل أن تؤذي اللava المدينة.,نظر تشانج من النافذة ليرى ماذا يحدث.,نظر تشانج إلى الخارج و رأى البركان ساكنًا.,1
أرادت أليس أن تعلم كيفية إجراء ركلة corner لفرتها.,ألقت أليس الركلة corner في المباراة التي أدت إلى رأس الفوز.,سألت أليس مدربها أن يبوسها.,تأملت أليس في ركلة corner لساعات كل يوم.,2
كانت آنا تقص على فستان.,كان عليها أن تتوقف لتداوي جروحها.,صدمت آناNeedle بأصابعها.,صدمت آنا بNeedle.,2
ذهب جاي لارتداء سرواله ل подготовته للعمل.,ألقى جاي حزامه جانبا وقال إنه سيشتري حزاما جديدا.,أدرك جاي أن حزامته مكسور.,استخدم جاي الحذر في إصلاح حزامه.,1
عندما استقل الأصدقاء الطائرة متجهين إلى أستراليا، شعروا بالغريب.,كانوا يُتبعون، ولم يدركا ذلك.,كانا على علم بأنهم يُتبعون.,اجتمع الأصدقاء الاثنان في الطائرة.,2
كانت آنا في حفلة عيد الفصح.,فازت آنا بالسباق للعثور على البيض.,حاولت آنا بكل جهدها العثور على جميع البيض.,ركضت آنا حولًا لكن لم تجد أي بيض.,1
كان آيان يلعب لعبة عبر الإنترنت.,لكن لم يشعر بأي تحسن.,ذهب آيان إلى المنزل من المدرسة بسبب المرض و لعب طوال اليوم.,كان أحد أصدقاء مايك ي defendه من بعض اللاعبين الذين كانوا يتحدثون عن المخالفات.,1
كانت آنا تقوم برحلة على نهر.,استمتعت آنا بوقتها في رحلتها.,ذهبت آنا في رحلتها بالكامل مستعدة لأي نشاط.,ذهبت آنا مع صديقتها السابقة الأفضل.,1
كان النحل يخاف في حديقته.,وجد ثلاث قروش وغطاء زجاجة!,لم يجد أي آثار تاريخية لدرس التاريخ.,وجد النحل كنزًا كان يبحث عنه.,1
حاولت أن أأكل الغداء في المنزل بالأمس عندما دخل البعوض.,في النهاية قتلته بصحيفة.,كان يزفر حولها ثم خرج من النافذة.,كان يهبط في كل مكان.,2
كان جاكسون في البحيرة مع عائلته.,أمسك بالسمك و أظهره بفخر.,لذلك قررت عائلته أن يخرجوا في القارب و يذهبوا لصيد السمك.,كان جاكسون يسبح في البحيرة.,1
كانت أليس تتزوج في أسبوعين قليلين.,دعت أليس أمها واعتذرت بكل حدة.,تجاهلت أليس الزفاف.,نسي أليس أن تُدعو أمها في الأسبوع.,1
أحب هرب التأمل.,أصاب هرب الارتداد وfell ill.,كان هرب مرهقًا و قرر أنه يحتاج إلى التأمل.,رغب هرب في شرب الخمر.,2
أمسكت نانسي كريس ينسخ الإجابات لامتحان الغد.,لم تستطع نانسي الاحتفاظ بالسر واعترفت به لجميع الأشخاص.,لم تعلن نانسي عن ما فعل كريس.,استغاث كريس بنانسي بالعدول عن الإفصاح عن الأمر لأي شخص.,2
كانت جينا في منتصف المقعد الخلفي محاطة بأشقائها.,استمرت جينا في النظر.,كانت جينا ترى كلبًا غريبًا في السيارة المجاورة.,لا يمكن لجينا أن ترى أي شيء خارج السيارة.,1
قررت كارولين أن تتخذ دورة للغوص على الأمواج في الشاطئ.,الآن تحب أن تبني قلاعًا من الرمال عندما تذهب إلى الشاطئ.,ضاعت ووقعت وتهافتت وتهافتت تقريبًا.,ثم صنع كارولين لوحًا للغوص.,1
كانت أمي تريد تعلم كيفية الرسم.,أضاءت واجهة وجهها عندما رأت رسوماتها على الثلاجة.,لم تتدرب أمي على الرسم طوال اليوم.,تدربت أمي وآتت الرسوم إلى أمها.,2
أراد بوب أن يذهب إلى باريس.,قبل بوب العودة و لم يذهب إلى باريس.,حجز رحلة، لكن الشركة السياحية إلغتها.,حدثت أحداث تسببت في تسرع رحلة بوب.,1
كانت سارة تحتاج إلى وصفة طبية.,كان لها وصفة طبية جاهزة ووضعها في يدها.,ذهبت سارة إلى الصيدلية لترى إذا كانت وصفتها جاهزة.,ذهبت سارة إلى المكتبة لتراسل الصيدلي.,1
كانت نينا تريد زيًا جميلًا ليلة Halloween.,اشترت نينا لعبة.,كانت نينا زعنفة.,لم تتمكن من العثور على واحد يثير إعجابها.,2
حطت الثلوج في حي كيلي حوالي ثلاثة أقدام.,كان كيلي سعيدًا لأنها سوف تحصل على المال الإضافي.,قررت كيلي أن تفرك ثلوجها إلى حديقة جارها.,فركت كيلي مسار جارها.,2
كان جو يمشي عبر وسط المدينة.,أبى بصدق أن يمنحهم مقابلة.,تمت مقابلة جو من قبل امرأة جميلة.,تمت مقابلة جو من قبل شخص يأخذ استطلاع.,2
أعطى سام سماعة الرأس لتم.,كان سام سعيدًا لأن تم قال الحقيقة.,حفظ تم سماعة الرأس الخاصة بسام.,فقد تم سماعة الرأس و أخبر سام.,2
كانت بيت و أصدقائهاstudying معاً.,استمتع الجميع بالفيديو المضحك.,أخذوا فترة راحة لتصوير فيديوهات.,وجدت بيت فيديو كلب مضحك.,2
أنهيت ماراثوني الأول اليوم.,لا أعتقد أنني كنت أبتسم بهذا الشكل من قبل.,ركوب الماراثون هو هدف عملت عليه لفترة طويلة.,تدربت بجد جداً وكانت قريبة من أن تكون آخر من يصل إلى خط النهاية.,1
كانت ساشا تحب طالبا في صفها.,ذهبت الزوجان إلى السينما على موعد.,سأل الطالب ساشا للذهاب معه.,كانت ساشا خائفة من أن تطلب منه موعدا.,1
لقد لعبنا مع أصدقائي خارج المنزل.,لقد لعبنا اللعبة بكل حماس حتى اشتد الظلام.,لقد كان أصدقائي وأنا نستمتع بالجلسة الإجبارية.,لقد كاننا نستمتع بوقتنا معًا.,2
أصاب تيم قتالا في المدرسة.,كان تيم محزنا وترامى أنه لم يتصرف بطريقة أخرى.,كان تيم قد ضرب امرأة لأنها سبته.,لم يكن تيم قادرا على التعامل مع جوك.,2
حصلت المدرسة الثانوية على مدرب كرة قدم جديد.,تم إقال المدرب الجديد بسرعة.,دعت زوجة المدرب الجديد لاعبيه.,خسر المدرب كل المباريات.,2
أتيت بالليموناد ويمكن لجين أن تأتي بالكيك.,نعم، وكنت قد اشتريتها!,جعلت الليموناد.,سألتني جين إذا وجدت الكيك.,1
كان هناك رجل اسمه ماكبي.,فأدركهم بعض الخدع.,أصبح ماكبي معلماً للصغار.,كان رجلا يحب السحر.,2
انتهيت من يومي الأول في عملتي.,ذهبت إلى المنزل واقترب من أصدقائي.,لست لدي أي مهام أخرى اليوم.,اتصلت بأصدقائي لtellهم كيف ذهب الأمر.,1
كانت جدة كريستيان تريد أن تُستديع له هدية مفاجئة.,خرج كريستيان إلى الخارج ليرى دراجة جديدة مضيئة.,لذلك اشترت له دراجة جديدة وطلبت منه أن يأتي إلى الخارج.,قررت أن تُستديع له يومًا ما عندما كان في بيتها.,2
اشترى برادن دراجة لابنه.,ضحك برادن وبارك زوجته وابنه على عمل جيد.,عمل برادن ليلًا، ووضعت زوجته الدراجة معًا.,أدرست زوجة برادن كلب برادن كيف يركبها.,1
